year,month,temp_surf,precip,moisture_upper_soil
2006,12,298.5720825195,431.1020672321,39.108669281
2007,1,298.4861450195,343.1822061539,37.3491859436
2007,2,298.5087280273,335.166671779,39.3474617004
2007,3,298.580871582,420.2508134767,40.2867164612
2007,4,298.2656860352,639.169964008,38.241443634
2007,5,298.4895629883,327.2805497982,38.202167511
2007,6,298.5560913086,257.1878589224,32.2614593506
2007,7,298.4243774414,219.7427542415,27.6467475891
2007,8,298.6775512695,202.1059307735,21.5512981415
2007,9,299.4830932617,70.7965145702,24.3330612183
2007,10,299.5202636719,133.8968012715,26.3843288422
2007,11,299.0534667969,199.1661835928,39.2708320618
2007,12,298.8157958984,439.7354316898,39.6318664551
2008,1,298.3982543945,424.4285216555,38.4236488342
2008,2,298.5942382813,359.5218504779,38.240486145
2008,3,298.3979492188,586.0353321768,38.5983848572
2008,4,298.2681274414,415.9818263724,39.7690467834
2008,5,298.4395141602,327.6022891514,36.5047836304
2008,6,298.6690063477,207.8147863504,30.628364563
2008,7,298.1481323242,145.5521865282,34.8108596802
2008,8,298.663269043,59.9091452896,35.480670929
2008,9,299.0682983398,91.4886879036,32.2627067566
2008,10,299.8427124023,172.6162747946,38.9122047424
2008,11,299.5881347656,140.7853520941,38.9780921936
2008,12,298.8314819336,554.4883171096,39.3440170288
2009,1,298.4345703125,217.3834769055,38.9368171692
2009,2,298.3494873047,338.8765566051,37.7198066711
2009,3,298.3719482422,470.3381625004,38.9666137695
2009,4,298.5242919922,318.7245838344,39.7214393616
2009,5,298.5013427734,216.8829704169,38.2717971802
2009,6,298.2656860352,169.5805904455,39.7980575562
2009,7,298.2028198242,22.7369155618,37.1334075928
2009,8,299.3629150391,128.399367677,34.7924156189
2009,9,299.067565918,127.6391500141,31.3508625031
2009,10,299.8341064453,79.160384601,35.7294769287
2009,11,300.1705932617,248.3894946054,38.3350219727
2009,12,298.5162963867,315.3811348602,37.8116226196
2010,1,298.5021362305,397.0789038576,37.7634468079
2010,2,298.6115722656,533.9049948379,35.5904197693
2010,3,298.5041503906,578.1586775556,38.875541687
2010,4,298.2632446289,542.568534147,37.6409721375
2010,5,298.4652099609,412.6343037933,39.1015625
2010,6,298.6287841797,136.2990589114,33.3064575195
2010,7,298.3079223633,167.9524686188,26.2385025024
2010,8,298.6948852539,124.4516012957,25.3382091522
2010,9,299.0543212891,90.7545337686,19.8366146088
2010,10,299.0509643555,160.8661687933,31.6654071808
2010,11,299.1762695313,214.245216921,40.3305740356
2010,12,298.7750244141,328.8388922811,39.4342575073
2011,1,298.598815918,378.1709647737,37.2775535583
2011,2,298.7870483398,276.8479061779,38.2878036499
2011,3,298.8145751953,399.3403203785,42.1351013184
2011,4,298.7290649414,414.2308929004,40.8568229675
2011,5,298.9486083984,250.5812826566,40.8434295654
2011,6,298.6668701172,243.2832119521,39.1352729797
2011,7,298.5553588867,191.0439999774,36.8734321594
2011,8,298.9353027344,148.5697659664,36.5100708008
2011,9,299.1810913086,108.3878399804,37.124786377
2011,10,299.4561157227,183.8653462473,38.9057312012
2011,11,299.0958862305,278.2846628688,41.8871650696
2011,12,298.8556518555,402.8926547617,39.0817832947
2012,1,298.9626464844,313.9483197592,37.2704200745
2012,2,298.6265258789,512.0866536163,37.8248062134
2012,3,298.7216186523,702.1452561021,39.2469902039
2012,4,298.5459594727,495.8005319349,39.1461791992
2012,5,298.6791992188,219.7612740565,38.2291221619
2012,6,298.1767578125,235.4280569125,40.7418022156
2012,7,298.3170166016,105.7566872332,39.5875587463
2012,8,298.4423217773,111.2623717636,38.9532012939
2012,9,299.0587158203,129.8672233243,38.6028556824
2012,10,299.2497558594,101.2596254004,39.6649856567
2012,11,298.8272094727,280.297570629,38.5423851013
2012,12,298.5738525391,389.3584040925,35.8226127625
2013,1,298.6339111328,301.0752000846,36.9856338501
2013,2,298.7297363281,332.3195613921,37.2077980042
2013,3,298.7128295898,563.5151993483,38.0532150269
2013,4,298.5117797852,289.5692652091,40.2490653992
2013,5,298.2084350586,348.0159910396,39.0436248779
2013,6,298.0548095703,239.5618418232,32.6959686279
2013,7,298.3697509766,119.0662295558,26.5275650024
2013,8,298.3010864258,207.8406235669,33.4720001221
2013,9,299.3353271484,43.9639758551,34.7022285461
2013,10,299.7962036133,123.4930688515,38.6370506287
2013,11,299.7921142578,150.2825942589,42.7355079651
2013,12,299.0623779297,272.2923334222,38.6264076233
2014,1,298.7020263672,692.8768996149,37.052444458
2014,2,298.7416992188,226.9818519708,39.9731063843
2014,3,298.5158081055,505.9624034911,39.0684318542
2014,4,298.3452148438,461.3979198039,40.5909996033
2014,5,298.4281005859,272.6368170697,39.1907958984
2014,6,298.2267456055,237.1007998008,39.6270637512
2014,7,297.9019775391,29.6586893674,37.8334846497
2014,8,298.5749511719,186.9367500767,36.0034942627
2014,9,299.5776977539,32.3435698519,37.9430503845
2014,10,300.9849853516,42.9769046023,38.8053970337
2014,11,300.5497436523,222.4195464514,39.0321540833
2014,12,298.9584350586,381.3385320827,38.9722442627
2015,1,298.8407592773,599.0225127898,38.2231903076
2015,2,298.6545410156,535.8228329569,38.5462112427
2015,3,298.8790893555,506.2238308601,39.9839019775
2015,4,298.8450317383,409.3326469883,39.6247406006
2015,5,298.6857910156,372.5155941211,38.2582626343
2015,6,298.4180908203,324.1899660788,35.621257782
2015,7,298.4917602539,176.109937951,31.6872558594
2015,8,298.9911499023,167.994260788,37.0015869141
2015,9,298.9559936523,133.8378282962,34.0049285889
2015,10,299.3594970703,107.5309024891,33.188533783
2015,11,299.4060668945,167.2896968666,39.0423431396
2015,12,299.3166503906,290.419253055,38.217086792
2016,1,298.8182983398,532.1103455499,38.7577285767
2016,2,298.8011474609,449.5291323401,39.1723518372
2016,3,298.681640625,631.1188610271,40.6193389893
2016,4,298.5576171875,413.5904693976,40.0063514709
2016,5,298.8342895508,193.3633899316,40.9214630127
2016,6,298.4467163086,154.5226040762,35.3970108032
2016,7,298.6636962891,87.0426309993,31.3954715729
2016,8,299.52734375,56.6286674584,28.1040363312
2016,9,299.9334716797,137.7105441643,36.9875717163
2016,10,299.7534179688,62.4208056252,33.7297554016
2016,11,300.6946411133,140.6054628314,39.7335472107
2016,12,299.32421875,258.6425319314,39.8640136719
2017,1,298.967590332,377.4273055606,38.7175178528
2017,2,299.1616821289,283.5653561633,39.939250946
2017,3,299.3169555664,223.9714579191,40.4847679138
2017,4,299.1768798828,400.3072357737,39.704082489
2017,5,299.024597168,186.8598230649,39.6135368347
2017,6,299.1118774414,214.2439156305,40.1562385559
2017,7,298.8233032227,169.3997865077,40.0270652771
2017,8,298.6494140625,61.9627513806,38.5582695007
2017,9,299.2481079102,119.1157163121,38.0957450867
2017,10,299.7963256836,98.4412754187,38.5158920288
2017,11,299.4396972656,155.680677155,41.0223731995
2017,12,299.470703125,152.6471521938,39.8389205933
2018,1,298.9430541992,478.0622078106,40.3654899597
2018,2,298.7122802734,413.1878991611,39.0734786987
2018,3,299.0551757813,324.4712334126,41.31199646
2018,4,298.9244384766,199.1061167791,40.0076942444
2018,5,298.889831543,575.9736788459,40.6458053589
2018,6,298.7011108398,304.9230782781,40.8452682495
2018,7,298.435546875,350.3362485208,40.0772018433
2018,8,298.6725463867,124.0429678001,39.7553749084
2018,9,298.5963745117,269.8167320341,39.4182472229
2018,10,299.0032958984,159.9151706323,37.7418136597
2018,11,299.0498657227,207.8619911335,36.4443206787
2018,12,299.1624755859,336.913720239,37.7029075623
2019,1,298.8721313477,451.855387073,36.7601966858
2019,2,298.4090576172,791.4535375312,38.8320426941
2019,3,298.8952026367,402.1483166143,40.1068153381
2019,4,298.6130981445,230.767079629,39.2179260254
2019,5,298.7065429688,284.8210260272,40.6040802002
2019,6,298.5754394531,236.7791736033,42.5991287231
2019,7,298.5403442383,141.9782205485,35.1726760864
2019,8,299.0991210938,80.8546930784,35.8451766968
2019,9,299.3305664063,168.0976662319,35.597076416
2019,10,300.2663574219,109.4254965428,38.6410942078
2019,11,299.4380493164,259.2272073962,37.6863479614
2019,12,299.0895385742,287.3897922691,36.9379234314
2020,1,299.3842773438,520.2162112109,36.2731590271
2020,2,299.0866088867,360.2888197638,36.5898590088
2020,3,298.979675293,138.2088724058,38.5229187012
2020,4,298.8099365234,334.233250469,39.3690299988
2020,5,298.717956543,397.8485888802,38.8562507629
2020,6,298.8643188477,266.1642548628,33.9738616943
2020,7,298.6981811523,43.680039933,26.2530078888
2020,8,298.7785644531,77.3151735775,20.5663967133
2020,9,300.0358886719,35.7789083209,21.0165195465
2020,10,300.186706543,124.4591450086,29.5455646515
2020,11,300.3707885742,149.2850513896,39.9869232178
2020,12,299.3416748047,326.2994522229,38.6886901855
2021,1,298.751953125,625.1520859078,35.2224273682
2021,2,298.9365234375,310.5779585894,41.5508804321
2021,3,298.8368530273,461.5642963909,41.8298835754
2021,4,298.8603515625,308.5704823025,40.8544883728
2021,5,298.7334594727,239.2749732826,38.6820793152
2021,6,298.83203125,265.2487687301,32.008731842
2021,7,298.6057128906,75.5446783151,26.2010345459
2021,8,299.2598266602,142.5617455971,22.6740932465
2021,9,299.5595703125,80.6377453264,24.3403930664
2021,10,299.7116699219,280.2929501049,32.3269729614
2021,11,299.6342163086,109.1884165071,39.513835907
2021,12,299.4522705078,294.3732712884,38.592628479
2022,1,299.2028808594,313.3167978376,38.8153114319
2022,2,299.0236816406,523.4185550362,39.7926216125
2022,3,298.9724121094,428.7566891871,39.1434402466
2022,4,299.0526733398,328.9455603808,38.7329216003
2022,5,299.0083007813,297.3601478152,42.0359306335
2022,6,298.9964599609,110.0414218381,40.3520698547
2022,7,298.8296508789,71.6699822224,39.5912475586
2022,8,299.6812133789,86.3246298395,38.3655662537
2022,9,300.573059082,75.4727112944,38.4073867798
2022,10,300.8275756836,136.6002982249,38.4334754944
2022,11,299.653137207,231.4682865981,40.8711547852
2022,12,299.494934082,243.9214289188,40.5971946716
2023,1,299.1796264648,389.7974858992,37.816280365
2023,2,298.97265625,292.6075709984,35.7646408081
2023,3,299.2647705078,247.1408403944,38.153553009
2023,4,299.0186767578,497.5394709036,39.5118789673
2023,5,299.1524658203,199.9321156181,40.2367362976
2023,6,298.9619750977,198.5178580508,41.5381698608
2023,7,298.6357421875,132.6713722665,40.6635398865
2023,8,299.4238891602,65.4118830571,39.0013008118
2023,9,299.7077026367,75.7409232901,40.2104911804
2023,10,300.524597168,116.1802313291,40.8562240601
2023,11,300.2802734375,86.8937935447,39.5594940186
2023,12,300.7731933594,126.1597241974,40.1837806702
2024,1,299.2709350586,417.6592086442,38.8099403381
2024,2,299.082824707,358.9613148943,38.9166145325
2024,3,298.9573974609,555.7042881846,38.9686546326
2024,4,299.4182739258,237.0105581358,39.4921607971
2024,5,299.2424926758,188.9320432674,39.8171157837
2024,6,298.9700927734,121.1232020287,40.7354545593
2024,7,299.0322875977,219.173411373,40.9092292786
2024,8,299.2401123047,190.1874113828,40.8986282349
2024,9,299.5288696289,124.85265336,39.50340271
2024,10,300.392578125,143.2288455544,40.544052124
2024,11,299.5756835938,290.9412025474,38.2126922607
2024,12,299.2720336914,311.6537863389,38.2615623474
2025,1,299.4300537109,403.7037924863,38.4116630554
2025,2,299.1924438477,207.836021902,37.1328315735
2025,3,298.8486938477,434.2100769281,38.5065879822
2025,4,299.0043945313,272.0823541749,39.7485618591
2025,5,298.9572753906,252.2797496058,40.1254806519
2025,6,298.7962646484,172.2614374012,39.8851203918
2025,7,298.9515380859,105.7870129589,38.8572921753
2025,8,299.3178100586,142.5279309042,38.0015106201
2025,9,300.2009277344,51.7190069659,38.5565490723
2025,10,300.0853881836,225.406272104,39.1860618591
2025,11,299.7297973633,162.6183092594,38.4896774292
2025,12,299.3701171875,242.8203297313,38.1603927612
2026,1,299.2937011719,307.9595169984,37.4079284668
2026,2,298.971496582,284.5446809661,37.087223053
2026,3,298.8449707031,613.5022547096,42.0541648865
2026,4,299.2821044922,332.9254724085,39.0851974487
2026,5,299.1721191406,214.779839851,37.2938346863
2026,6,299.1395263672,168.7739978079,30.8742275238
2026,7,298.811340332,90.6398127554,22.4921169281
2026,8,299.5314331055,38.5901389236,19.0937747955
2026,9,301.1503295898,45.8453684114,19.7159976959
2026,10,300.0418701172,174.1512883455,28.0976905823
2026,11,300.1236572266,175.180062186,34.5204467773
2026,12,299.3193359375,222.488703439,39.4286422729
2027,1,299.5146484375,243.196779862,39.7237243652
2027,2,299.3416137695,437.3307223432,42.0051841736
2027,3,299.4975585938,457.6186705381,41.4962501526
2027,4,299.1080322266,478.0840091407,41.1274108887
2027,5,299.260559082,174.237154657,41.6665916443
2027,6,299.278503418,250.246549258,40.1271018982
2027,7,299.1610717773,126.9440063043,41.0171394348
2027,8,299.4701538086,76.208873943,39.8651123047
2027,9,299.9838867188,74.8271156335,39.6179733276
2027,10,299.3413085938,184.8519318737,40.8132362366
2027,11,300.1633911133,138.649962726,38.4230918884
2027,12,299.1033325195,394.0086504444,39.0351905823
2028,1,299.162109375,463.5865772143,39.3316841125
2028,2,299.1784057617,566.0285004415,39.7643432617
2028,3,299.2810668945,324.6172419749,38.7225570679
2028,4,298.7230224609,549.4803478941,39.0149688721
2028,5,298.9743652344,230.6689925026,39.8500785828
2028,6,298.8115234375,362.1479300782,41.3779258728
2028,7,298.8158569336,194.0032099374,41.1043815613
2028,8,298.9892578125,275.7895987015,37.2370529175
2028,9,299.7487182617,96.8852809165,38.8554878235
2028,10,300.0368041992,107.884438592,40.9966087341
2028,11,299.375793457,235.3169003036,39.0154304504
2028,12,299.2577514648,173.937820131,36.3038330078
2029,1,299.1014404297,485.3734988719,36.4312744141
2029,2,299.0071411133,267.170076957,37.7631378174
2029,3,298.9237060547,318.0190203711,39.4590492249
2029,4,298.8944091797,273.362635402,38.6534500122
2029,5,299.0233764648,183.4983068984,39.1821594238
2029,6,298.549987793,178.0900871381,40.4388618469
2029,7,298.4080810547,176.8683828413,35.5536422729
2029,8,298.6633300781,86.2774439156,31.6052627563
2029,9,299.5133666992,150.2112778835,38.4260940552
2029,10,299.2083740234,112.9090416944,39.4932403564
2029,11,300.0700073242,112.7374882344,37.72315979
2029,12,299.4489135742,325.0696761534,39.0051612854
2030,1,299.1254882813,331.487942487,39.1769866943
2030,2,298.7266235352,415.2490678243,40.6613693237
2030,3,299.2014160156,296.6649380978,39.266910553
2030,4,299.0128173828,336.8227807805,39.9950294495
2030,5,298.9898071289,238.2270195521,39.6317253113
2030,6,299.1735229492,100.9134727065,35.0312957764
2030,7,298.9274291992,152.329420438,25.8602619171
2030,8,299.3024291992,160.6980194338,19.196680069
2030,9,299.3331298828,380.3431768902,19.2127971649
2030,10,299.5063476563,202.6665040758,33.3775367737
2030,11,299.2369384766,166.9708429836,41.3848075867
2030,12,299.4668579102,253.3645355143,40.9194297791
2031,1,299.3951416016,459.297071211,42.7689857483
2031,2,299.1212158203,441.7309700511,40.8611412048
2031,3,299.0535888672,345.7438624464,40.573551178
2031,4,298.8676147461,412.7261862159,39.3752708435
2031,5,299.0951538086,374.3918663822,40.835067749
2031,6,299.2658081055,194.0020783804,41.5901756287
2031,7,298.8181152344,224.9616833869,40.5725135803
2031,8,299.4467163086,25.5406684591,40.9962348938
2031,9,300.5857543945,55.7536203414,38.3459281921
2031,10,300.8454589844,128.4972756403,40.1786003113
2031,11,300.0156860352,221.056020353,40.5261230469
2031,12,299.6799316406,174.0569730755,38.8976097107
2032,1,299.327331543,414.4200515002,38.5661964417
2032,2,299.4273681641,223.8692028914,38.5347175598
2032,3,299.5693969727,191.8805222958,42.1868553162
2032,4,299.3825683594,231.9629089907,39.7433319092
2032,5,299.0375976563,256.3405490946,39.6492576599
2032,6,298.8233032227,117.1635825885,42.442905426
2032,7,298.9071044922,151.072439854,41.1832313538
2032,8,299.6423950195,67.2343733604,40.6335067749
2032,9,300.9993286133,10.5936972541,38.4353790283
2032,10,301.0590820313,104.8310265178,39.9274864197
2032,11,300.2076416016,217.0118358918,39.4846458435
2032,12,299.3413696289,349.8211260885,38.4224014282
2033,1,299.4200439453,442.1271658503,35.3569564819
2033,2,299.2087402344,358.610833995,38.6571769714
2033,3,299.4595336914,267.2298608813,39.7346687317
2033,4,299.4795532227,341.9391908683,38.0459938049
2033,5,299.571472168,265.8268434461,37.0667762756
2033,6,299.3569946289,236.5166712552,35.4099502563
2033,7,299.2979736328,144.3032211391,27.2267608643
2033,8,299.5606079102,117.1832339605,20.2827224731
2033,9,300.5239257813,66.9287634082,20.8728866577
2033,10,300.2456054688,224.5343320537,31.6274394989
2033,11,299.7866210938,314.4143891986,39.4623031616
2033,12,299.7100219727,240.1412366889,38.9458999634
2034,1,299.7675170898,395.9665833972,34.857837677
2034,2,299.5618286133,306.591313798,35.9831695557
2034,3,299.3396606445,361.3383765332,41.772315979
2034,4,299.4152832031,191.7441885453,40.5949172974
2034,5,299.4728393555,195.9324956406,38.3170471191
2034,6,299.3706054688,148.7245535245,30.1496772766
2034,7,299.3542480469,89.8062513443,20.1289043427
2034,8,299.9454956055,76.746255043,18.5047283173
2034,9,301.0944213867,33.5728838691,18.5820789337
2034,10,301.3410644531,95.2669564867,24.6400604248
2034,11,300.2412719727,265.6583546195,40.5339431763
2034,12,299.7807006836,283.2587608136,39.8138809204
2035,1,299.6720581055,262.3314829543,38.2568588257
2035,2,299.5041503906,464.0708835796,40.3226394653
2035,3,299.555480957,435.9304206446,41.1338157654
2035,4,299.4711914063,307.1233718656,39.9158058167
2035,5,299.5432739258,204.6897844411,40.160697937
2035,6,299.4114990234,209.2304583639,38.2271080017
2035,7,299.2911987305,154.0536303073,37.5310707092
2035,8,299.4930419922,73.9103282103,36.0240974426
2035,9,299.7503662109,97.8206824511,37.8835678101
2035,10,300.2951660156,128.6586639471,40.4570617676
2035,11,300.5462646484,102.7562225936,39.6451644897
2035,12,299.5933227539,355.3734873421,39.6137046814
2036,1,299.6113891602,421.168543864,41.8238105774
2036,2,299.6347045898,186.7081755772,41.1279830933
2036,3,299.5969238281,591.5811304003,38.8471183777
2036,4,299.5028686523,407.4557335116,38.7518959045
2036,5,299.8313598633,278.0049419962,38.7322273254
2036,6,299.6047363281,238.6562756728,40.4878616333
2036,7,299.7997436523,38.0449547956,39.9004402161
2036,8,300.1190795898,77.3802805343,39.2198600769
2036,9,300.9131469727,84.5539224101,40.9822845459
2036,10,301.3431396484,118.0938638281,38.4665107727
2036,11,300.7677612305,164.0099356882,38.6246490479
2036,12,299.8853759766,281.1126122251,40.1160087585
2037,1,299.8059692383,260.5824919883,38.9459152222
2037,2,299.7249145508,196.4860721491,39.4451141357
2037,3,299.4806518555,398.3995062299,39.4211769104
2037,4,299.3693237305,336.7628082633,40.6268501282
2037,5,299.6724243164,239.4683375023,39.3962287903
2037,6,299.8052978516,166.2013654131,36.8083724976
2037,7,299.3153686523,180.695214076,35.120174408
2037,8,299.7073974609,117.5099521643,34.633731842
2037,9,299.8713989258,113.2336570881,36.3150863647
2037,10,300.5719604492,115.6176589429,36.7041168213
